Date,USE_SMSV,USSC_SMSV,UST_SMSV,LTB_SMSV,USR_SMSV,GC_SMSV,BC_SMSV,TSE_SMSV
2015-12-01,1.2983898121225415,1.5742495293239633,1.7342058617214282,0.13676601807861907,1.0970196349045076,-1.180600311793871,-1.633265642597537,1.4372697516014419
2016-01-01,1.0474567906499141,1.7626274180051427,1.5664509482499505,0.071029095418729,1.0401532147223695,-1.0199546349079696,-1.8116219656749455,1.146454437983673
2016-02-01,0.8396090945785052,1.1167687641361626,1.1981251342007888,0.7266918911861967,0.8678870021143726,-0.702409058215347,-1.7659142611805305,0.9501742766837993
2016-03-01,0.9095583855913723,1.1611034489284866,1.2053438195749073,0.842101486882236,0.7562312688515151,0.1346572503889592,-1.1187896385310407,1.051034377836745
2016-04-01,1.424805705715677,1.4021637973779764,1.9437092850386608,0.5184690036059837,1.361522581428995,-0.51848067653572,-0.26151181912015653,1.4303103375550537
2016-05-01,1.2616897847155277,1.3728320974698736,1.3386242288846342,0.4361299575134438,1.1344206980857827,-0.06384531906411474,1.0279885081963978,1.3408566388262706
2016-06-01,1.2067765696801485,1.4511639537996242,1.7256021141068678,0.5752928823085199,1.07508125553424,-0.8211070707355876,-0.03718983975683671,1.3635318500520648
2016-07-01,1.0893794097372385,1.4105662929529756,1.4049122654444979,1.1223537326459327,1.4480171038136784,-0.06243997422790505,0.5694757218327204,1.1891659481586894
2016-08-01,1.4158904819081126,1.4584613932248012,1.7921345204145793,0.9578864130581329,1.5294652158423874,-0.2859566985277828,-1.2978624565546655,1.5150894507632515
2016-09-01,1.1606617098469572,1.48100496003212,1.6502848589156034,0.5553134771358719,1.093656017598497,-0.4922318139344008,-0.6536345056210735,1.3286459377832351
2016-10-01,1.0332781618736244,1.4976380431870555,1.651479904233263,0.37956900198806454,0.8992153231133172,-0.39031921178543816,-0.0570826217673373,1.1753592717551462
2016-11-01,0.8747414228221202,1.3880248390982683,1.5021326252077014,-0.1506235192316649,0.6874657333314567,-0.5786466502577294,-0.4355013551073781,1.0361108590614372
2016-12-01,1.2910316946675626,1.0635479990332946,1.3887572506203167,-0.9181686773629962,0.6918662130266754,-1.0680218532539636,-0.20788226132161802,1.3137985778646688
2017-01-01,1.2596654826281282,1.5648151998640696,1.4051281275844274,-0.10458181168293842,0.9295276847016938,-0.8342925714443904,0.33810147100110016,1.3344495031748473
2017-02-01,1.272723362225021,1.555993162819724,1.6788047731537998,0.40016202768375414,1.0388895166986918,-0.17021444461805826,-0.26685337664522435,1.3516735082795115
2017-03-01,1.4972628406066062,1.592845535333859,1.7547901454417587,0.46904978043786666,1.1407966760978638,-0.16341205324064775,-0.3659091611490416,1.5258051604494904
2017-04-01,1.1525354934372978,1.5273091664788954,1.6757254386385834,0.1571257618582711,0.7802501357262654,-0.3060696996707874,-0.8973120674518367,1.3123399323709273
2017-05-01,1.2333117144278618,1.500110123567872,1.7414302149749143,0.603872095393287,0.9406437967632897,-0.18082693337135763,-0.9735549776377058,1.330821477463976
2017-06-01,1.239161199458883,1.652330225425278,1.916401929382605,0.7912070135980455,0.8197037495730279,-0.2969993735294094,-0.7843769142410475,1.325007701983315
2017-07-01,1.085155933615891,1.3473823626744021,1.4899596797806298,0.5946775851681305,0.881476641909474,-0.5646519653381366,-0.7579751585702411,1.2705717027521626
2017-08-01,1.3530681949758834,1.5508361778372615,1.711424314362698,0.2727151532003529,1.0156814912912222,-0.1581902798188061,0.23663748206372084,1.3967647760276543
2017-09-01,1.1757908982557959,1.5957563130357337,1.7798976499380166,0.9421177968802347,0.8216161720640044,0.13905801211710694,-0.15473191588803292,1.281214451797119
2017-10-01,1.2709940906812092,1.2851985580096459,1.6192628939671103,0.16710734204214278,0.630626802164579,-0.4512623736997024,0.05572892883747913,1.321389016134266
2017-11-01,1.4122558786958954,1.5675759216570895,1.8030665885729948,0.30056674536877875,0.7295800304166855,-0.35421584023577146,0.610579772432952,1.4628764734789097
2017-12-01,1.456164563322936,1.440064015732537,1.802062638554948,0.4197135676096799,0.9493957450438495,-0.24061904054984248,0.06145551677687105,1.5661618893399816
2018-01-01,1.3558614987035238,1.6674021368245102,1.716468898840575,0.6508226275464831,0.6119854926329208,-0.05237984195072856,0.4777229903335926,1.3785621251364857
2018-02-01,1.6464012930854166,1.474452539385786,2.0331207986076976,0.039072382511783715,0.38740272080443294,0.1711601159030584,0.6583343768421888,1.665106498221789
2018-03-01,1.3081817631339832,1.8905761008618283,1.9396266171418843,-0.26840682273908595,-0.1124321603327342,-0.21692528008939935,-0.5814502985180285,1.3592683890958677
2018-04-01,1.1841426764160952,1.4411616082622931,1.6094774928519593,0.5068611256515052,0.6754201728719244,-0.10241424314661046,0.15384770579341558,1.2191611204258688
2018-05-01,1.1767064982024833,1.3748307728129414,1.535051889351074,0.05887396633138179,0.7118583216278476,-0.21577540760080924,0.5674468249188109,1.2771683193222416
2018-06-01,1.3225472938657306,1.0595340244008289,1.8257222974307719,0.43885713093112655,0.861374227699468,-0.24589319441349877,0.6092769811862289,1.3187863042285206
2018-07-01,1.1953033090712792,1.594029595382431,1.7857615011104289,0.3331358654217317,0.9768304160907016,-0.5115232130486413,-0.3998393070571561,1.3284366717508398
2018-08-01,1.3894088165730085,1.5243344160635148,1.808583067909746,0.08621287470397249,0.8925354440253052,-0.5877927134706743,-0.6863206350876402,1.4632354284614248
2018-09-01,1.480266535125306,1.2867784348920563,1.8874679838397994,0.3756563127458112,1.0320666368317264,-0.5538078157970869,-0.06002987578692329,1.548999700999885
2018-10-01,1.3318908279248078,1.9187542443914247,1.8273389252426055,-0.10170594169061567,0.43004388641216157,-0.4577914989187625,0.5779657698328442,1.3907063490343583
