Date,USE_SMSV_EMA6,USSC_SMSV_EMA6,UST_SMSV_EMA6,LTB_SMSV_EMA6,USR_SMSV_EMA6,GC_SMSV_EMA6,BC_SMSV_EMA6,TSE_SMSV_EMA6
2015-12-01,1.8955953822556253,2.6426154487361195,2.7163575074437665,-0.427534424221002,1.2836172536830197,-3.6385133178393243,-4.430464128599138,1.852236085201694
2016-01-01,-0.6288496222980582,-2.2149647502032255,-0.04788255154904247,-0.47268864083304013,0.7697367752141505,-1.729555576300063,-5.289335468344564,-0.8574133786705774
2016-02-01,-2.8943956695379907,-5.792600340342601,-3.9856025688115997,3.430223801138843,-0.9350205295980795,2.5476515881183324,-4.718473379637024,-3.4624899508588203
2016-03-01,-1.2083735510381857,-2.454048651732244,-2.5371843192304775,3.091820267594158,-0.601305543805675,7.578848459313697,-2.017716761418746,-1.3944339032871067
2016-04-01,3.224772673686982,3.6367208646687263,2.9136967249599453,1.1779905363550207,5.3159376929512385,2.5301624516093555,1.7344999642064736,3.409938369769472
2016-05-01,1.8453728344307372,2.6393205633147487,-0.5797679264212828,0.02074646244188377,1.3659712337873362,4.0674989044988425,6.50959246517066,2.0396214355832094
2016-06-01,1.7563128137742723,2.3919647732687044,2.3867911597526024,0.49749361116071683,1.9026557838651235,-2.051025434694337,3.148436966179449,1.8563861175259064
2016-07-01,0.6002597956355447,0.9482914749733482,-0.5686441525621384,4.358359472616485,4.358834923972374,4.579281923677336,3.872313297938515,0.644335023986464
2016-08-01,2.7568989123897985,3.551681368336116,4.242885156533633,3.013784562462833,4.854387116554207,3.0249882553988603,-2.635081755582892,2.9122807008475187
2016-09-01,1.170815890483399,2.8241483147816404,2.3185605834399494,0.5962003693186372,-0.3168991095694578,-0.754739063976389,-0.5951467101355098,1.2867048984223306
2016-10-01,0.17790784332164053,1.6043911205086414,2.1102283299515903,-0.6595057854395733,-1.633558492949497,0.10494951062895974,2.345261046358963,0.34177260057991915
2016-11-01,-0.6756918609030385,-1.9580352250147244,0.11089368276344334,-2.89410389980115,-3.6995568488948063,-1.7182976645019319,0.7284345931256309,-0.8934731500692609
2016-12-01,1.9485279005294511,5.844903947010077,0.306341038195844,-6.092290836113027,-2.480935262062526,-5.708726925393399,1.3008781871069313,2.3383329802358666
2017-01-01,1.6330973302120466,3.8320457640404006,0.6164597851807466,-2.8701576722370024,0.6044655605604411,-3.4262164164753646,3.003427257317597,1.7438409819159733
2017-02-01,2.0872176858602454,1.9438765211614475,3.5222161340648728,-0.3805623996270432,1.3869307843149685,1.868819534483545,0.8532749010436206,2.1925474509511855
2017-03-01,3.1893944558263576,1.9380058203964345,4.027809357879746,0.6599410057070042,2.665683813002502,2.660711237014206,0.23309401731445772,3.1002206340650402
2017-04-01,1.0981174139213363,0.6150572901933817,2.699770544144615,-0.1205928620026177,-0.8096602991989752,0.7996577014935391,-1.8487298772755612,0.9949097153249211
2017-05-01,1.3064305660392563,1.1152231421216046,2.842481593138722,0.8940067310344904,0.24926588779482153,1.370715262567827,-2.3564075612586044,1.3129065949454297
2017-06-01,1.3619778876633353,-0.7395208787831661,3.472785003706635,1.4842759144779063,-0.3279615629082035,0.4814747495716133,-1.7908876906272349,1.1321964704632885
2017-07-01,0.63584514520306,1.7359380095720534,-0.1577386255019638,1.0703396684882815,0.6264818353563317,-1.1027025527988723,-1.2859628949411213,0.7462501517118179
2017-08-01,1.788898239545525,0.9451495105196891,2.545860595480313,0.03496312499021858,1.5741314644529556,0.9382006588171347,1.93394654067778,1.7062065362326257
2017-09-01,0.8911074175628794,-0.12644433084981804,2.2590917942271,2.051800345266456,0.47398544791277464,2.895640311918385,1.0103524078626602,0.7687393469660533
2017-10-01,1.2617179206718823,3.5789845500180877,0.5926427885786507,-0.5709350459512875,-0.49140324464166996,-0.8506854400224939,1.5964286914703723,1.5081565209049292
2017-11-01,2.22072906105052,2.007719929725913,3.140074903335988,-0.24940758292373308,-0.22477537645520482,-0.783898777103966,3.0144666085123926,2.1702542480043245
2017-12-01,2.7243544331447893,2.5698066180908783,2.4338497619328665,0.3386615964566598,1.5143682836647117,-0.09713634974625593,1.7671603985001816,2.6860709166741583
2018-01-01,1.5082886004925757,0.558837211893407,1.2061834621337761,1.0955833430371142,-0.40632722305328767,1.2240647141734946,2.3694512078809957,1.478572325001683
2018-02-01,4.307099739865761,1.9974706663069142,5.870659191054871,-1.278334488015022,-1.8220820460559293,2.4296443724458756,2.7199115952585595,4.038694383365646
2018-03-01,-0.460100454279,-1.5156835883508606,1.578664307499515,-2.45765829371743,-5.332117187042983,-0.27952226630046073,-0.671838967856986,-0.6424010340721527
2018-04-01,-2.06140310170999,-0.01679239422581269,-1.9129662085327048,0.7424496415441139,-0.40408013637395657,0.2691057680859363,1.1104505828712268,-1.6703692895792575
