Date,USE_SMSV,UST_SMSV,USR_SMSV,GC_SMSV,BC_SMSV,TSE_SMSV
2015-12-01,1.3840814359996827,1.8451521697693931,1.013273110236945,-1.1571364327630287,-1.6554448915663138,1.3680694264202058
2016-01-01,0.8084630417349994,1.5817869094610462,1.0192545311700703,-0.8440950181773503,-1.7862746462131671,1.1391475294345998
2016-02-01,0.4654442296416244,1.0644183876710898,0.9176507076111222,-0.29134701142794034,-1.708696381598156,0.9606245923248509
2016-03-01,1.0990734042111037,1.2233402010726782,0.7978754887531752,0.6406130003846537,-1.1887362303805369,1.092229658375103
2016-04-01,2.12326989971665,1.790824066446606,1.2302959581144712,-0.25265650178903587,-0.46314737910352605,1.367827190242273
2016-05-01,1.4003335144867342,1.2958393171041254,1.0309763997603787,0.05236290855550325,0.8330552989116681,1.3681679182778865
2016-06-01,1.5200268597230613,1.6076527181853943,1.084876829161638,-0.6397235545054131,-0.28957923465419894,1.366033210097739
2016-07-01,1.1499920209733714,1.4109223616844444,1.2295207092160294,0.03251919922394965,0.2523060962957911,1.1990208149719432
2016-08-01,1.736354505284192,1.7418122799027465,1.426379937955139,0.006241432513360917,-1.4644782712921351,1.4491942781559153
2016-09-01,1.3468962345229953,1.728042750585707,1.0903617797465126,-0.3715218006596563,-0.6518532566092443,1.2821751554939083
2016-10-01,1.1763237787254168,1.6464095105130723,0.8325971376772575,-0.3620718589315495,-0.11277805627181338,1.1577750935751316
2016-11-01,1.0535231009592296,1.4787529393013035,0.4459620834446059,-0.44412895947317804,-0.5454464503680676,1.0774446183509552
2016-12-01,1.575874679416171,1.4034069989144697,0.6766972971152347,-0.9352631155716994,-0.26595580613085557,1.3780569998307544
2017-01-01,1.4574496388413731,1.4664109534327567,1.0183910581153173,-0.6603317593449101,0.4001191546405749,1.3219373137412604
2017-02-01,1.5267752569056527,1.7287973152834195,0.9566362033336551,-0.03820984284802512,-0.38447158079894017,1.3765159779008818
2017-03-01,1.926900186126928,1.8086948618522873,1.3055413809404988,-0.08065453269002573,-0.4983555107830575,1.5200848814582812
2017-04-01,1.3368676232721926,1.710172857912105,0.6934410224185448,-0.32269894909837343,-1.0076077777825472,1.3083775319787099
2017-05-01,1.5396682968402304,1.7950761650850335,0.9100914349390467,-0.043275929750934694,-1.1350715742031272,1.3668292650481657
2017-06-01,1.5097798674987448,2.007928151671448,0.7612401497434295,-0.15706635231010385,-0.8824926259072272,1.328470959188222
2017-07-01,1.2469412329025098,1.4862282056857428,0.9949602948591133,-0.4338908931855411,-0.7814524416122753,1.3083031596604526
2017-08-01,1.5366468841659033,1.8274626660573434,1.1276766005747494,-0.04063099196435919,0.16695942330230315,1.4008967509459336
2017-09-01,1.3221589468186896,1.800672899449796,0.8571654699139657,0.29892042395503216,-0.2850571070727814,1.2753162288532292
2017-10-01,1.4091822147739808,1.6733657254849659,0.726546558644174,-0.4370154610601362,-0.07800518972623133,1.3672287170257675
2017-11-01,1.6363622804430922,1.839792734379165,0.7697327439647388,-0.28207859496593235,0.4650030115890227,1.4530697549890335
2017-12-01,1.7166366805202957,1.8027180334314623,1.0465024205484283,-0.13335997693669077,-0.003614716242282651,1.5549231894821245
2018-01-01,1.4488432111509952,1.7004330136225847,0.6632834994405303,0.012406302014836538,0.3647895466683603,1.3749869204718015
2018-02-01,1.8561949511664977,1.952078004312082,0.4118602667625173,0.24961567189224465,0.48496629943445807,1.6464022063919959
2018-03-01,1.290021488139356,1.855588207664829,-0.43665514046824655,-0.21841657431806144,-0.7553018288888307,1.4727162899397626
2018-04-01,1.1866673401760421,1.5655861672394742,0.8230710156734722,-0.11447746896175087,0.1437409332447022,1.2075940835841705
2018-05-01,1.2802224635585076,1.6639174774291692,0.799699063816327,-0.262491975204549,0.6377877995520232,1.3156469299957705
2018-06-01,1.5585615321264132,1.78754667837975,1.0589774158925396,-0.2532719027145485,0.5942972216275456,1.5003849451431415
2018-07-01,1.3480572367162857,1.6616463535385992,1.2121647190438278,-0.5764015826028029,-0.27624433763114037,1.3107339414912578
2018-08-01,1.5589875494014482,1.6933508825390937,1.015134143570409,-0.5685220241153345,-0.7052140086210775,1.4187406191846055
2018-09-01,1.6945334326011239,1.924471783435149,1.121680690810025,-0.6278232825435147,-0.018957254719083334,1.5894471544862365
2018-10-01,1.4176207896895419,1.751594601892524,0.3451637259451349,-0.4627178963358265,0.6340301488479242,1.412208492800769
2018-11-01,1.2712842861739218,1.4959409500457517,0.45515341048585567,-0.06277395004662228,-0.9549065416160827,1.1596231372542187
2018-12-01,1.4583386341666014,1.5215285247508665,1.2830772060946047,-0.1361984256320821,-2.0232500957103197,1.3098989355317527
2019-01-01,1.4802809718761212,1.3360917450201144,0.0885710837865646,0.39308892493790265,-1.7520546081323842,1.2080284364908278
2019-02-01,1.5499283133451782,1.7035227935632455,1.2677541740446108,0.38664997606405743,0.39595952151561414,1.2506313872326742
2019-03-01,1.478572581267216,1.8204508094602032,0.8903733980263192,-0.089938710014765,0.3431670101841836,1.4537501880729895
2019-04-01,1.5057188606603629,1.78981950237446,0.8977126571706896,-0.33374334470695893,-0.1212670676840009,1.3369074439276734
2019-05-01,1.6517976311240619,1.9382963388721397,0.8442265368583579,-0.2438950184890864,-0.017997372522903895,1.4297523932489
2019-06-01,1.3944480813758413,1.620913730083186,0.8235966291420503,0.1461722873463136,-1.158651814772774,1.3027562714915315
2019-07-01,1.5634727627690557,1.6927862802062974,0.7764462154811226,0.8270611914446686,0.2268270134133699,1.3777225498670926
2019-08-01,1.4363449211045867,1.758767365345321,0.9404501078500307,0.16451013247578739,-0.3641234975757436,1.3630558979492609
2019-09-01,1.3131007722483152,1.7473157645821251,1.105505760498222,0.6980603454850076,-0.9729301349200085,1.3731472995462886
2019-10-01,1.4394177337120329,1.5835537385004896,0.9988409826042416,-0.04644573976730378,-0.14364997935666707,1.3137264989478947
2019-11-01,1.520737257646128,1.7129968257840258,1.0318121273645204,0.257747356348103,0.08694593560607089,1.3284071889169522
2019-12-01,1.6462690665776245,1.7655368230799258,0.7834565147714513,-0.07732323166357069,-0.19748366260071779,1.4660349411319116
2020-01-01,1.6234374952094521,1.8713508085256203,0.7795355191180607,0.3334104984372566,0.5872934734525869,1.4772253597318388
2020-02-01,1.4468248197841744,1.91373342481636,0.9717811069384014,0.5986339263955708,-1.0050020148003616,1.3900979424766389
2020-03-01,1.3148769546443693,1.612483351959944,0.5158560428649273,0.22502444658372214,-1.3477274131333858,1.3372988787292022
2020-04-01,1.309589563165558,1.2812737859542462,0.6772287535660053,0.20931289672516853,-2.1119661473127302,1.4848157313404695
2020-05-01,1.6786287010465888,1.60738516883248,0.7939667153816313,0.7369744676998528,-1.1534719317681774,1.3037721557960071
2020-06-01,1.4809971123965824,1.714004088802893,0.9522363412499608,0.6268150591998723,0.21890465917025248,1.3065977916635252
2020-07-01,1.6445185390085086,1.8125738611349755,0.9321228129526625,0.6368403421200823,0.36741446249343374,1.4597419777498641
2020-08-01,1.6637341654113698,1.9780945702581867,1.0873861025882094,1.1876963183909193,0.5507130632222946,1.52283007661819
2020-09-01,1.778708103137109,2.1411739671001504,1.00503404216893,0.6117131792098811,0.6950516346149778,1.52433600676969
2020-10-01,1.5813475495754128,1.6932293775994847,0.7682566200995496,0.15365371424900837,-0.5730611697414313,1.4493981240254417
2020-11-01,1.3149373038376757,1.5599764388489674,0.6627567157590858,0.3001451503313387,-0.7329477840973813,1.2730009231199757
2020-12-01,1.5322022272416935,1.985739710103139,1.004415167088117,-0.08439622529471937,0.7762311389573884,1.6466202071798972
2021-01-01,1.6387361157532334,1.779113260123372,1.0263082824147223,0.7598841619528315,0.840482826271044,1.4572772249854753
2021-02-01,1.5192311396673803,1.812534574366816,0.9794888926935735,0.212312325043473,0.6422347470947091,1.4106487946150221
2021-03-01,1.6545760403716347,1.7325911279872601,1.1181670920901217,-0.06661756848548807,1.630154348282365,1.4978627157357953
2021-04-01,1.679287811175431,1.7585346561489144,1.185289588362785,0.1059588772901635,0.2194070916258197,1.5293700097225333
2021-05-01,1.917391383002445,1.9623522410154646,1.415171144459215,0.4564867195339309,1.1550561304169107,1.5859011051666505
