Date,USB_CMSV,BB_CMSV
2015-12-01,0.15783902229918906,0.16790073032604536
2016-01-01,0.1255417046730708,0.14641798844429005
2016-02-01,0.2050616128596726,0.18826086145599405
2016-03-01,0.22883978567988514,0.199905846686199
2016-04-01,0.22702079667001884,0.21683480087021828
2016-05-01,0.2170263081228589,0.22566823808197273
2016-06-01,0.20251621314209586,0.21963850697163215
2016-07-01,0.26509090169099625,0.2469131267631472
2016-08-01,0.2678646560044085,0.25894568575453597
2016-09-01,0.2365231711215853,0.24714032496573465
2016-10-01,0.23693087879129923,0.24309420995972367
2016-11-01,0.20136788500061384,0.2210219190125195
2016-12-01,0.16089312827553556,0.19551677332891026
2017-01-01,0.14959567148827824,0.18920859133743462
2017-02-01,0.1530189802765401,0.1988092135589588
2017-03-01,0.16367168718284197,0.202345908611678
2017-04-01,0.16045869634169022,0.19605018497311855
2017-05-01,0.18695319597338345,0.21216246634177743
2017-06-01,0.20783412033298523,0.22769366356438436
2017-07-01,0.1901628113265049,0.22615529840389037
2017-08-01,0.1988985950674288,0.2360672652506662
2017-09-01,0.2277029267168113,0.2535196322832418
2017-10-01,0.1879135288863218,0.2412511433756068
2017-11-01,0.18171053363959636,0.2350630353777233
2017-12-01,0.1652511748451304,0.22350832862374442
2018-01-01,0.15296637850772427,0.22351072769527508
2018-02-01,0.1300210765596143,0.20356109186888444
2018-03-01,0.10328449753300642,0.18729605630707066
2018-04-01,0.12246304502353653,0.19537119749999943
2018-05-01,0.09705738752826523,0.17786216430399185
2018-06-01,0.1138271650338665,0.18579435916288867
2018-07-01,0.11326351981327588,0.1803833317055383
2018-08-01,0.09873272604926181,0.18090656478756437
2018-09-01,0.12122995725337075,0.19160439336702653
2018-10-01,0.0897632245216729,0.17569846791356464
2018-11-01,0.08103260343957047,0.15960558793676358
2018-12-01,0.1059465351448308,0.16663540946936764
2019-01-01,0.1354421369500446,0.18508050353753722
2019-02-01,0.15075953215580074,0.20024879785802296
2019-03-01,0.1372221553510638,0.19413612627491314
2019-04-01,0.1643324123662022,0.20891105404429558
2019-05-01,0.15880496237164055,0.20718446206790184
2019-06-01,0.1799648363363066,0.2187586473359117
2019-07-01,0.19506356587493082,0.2303912243008941
2019-08-01,0.19733163286794497,0.23259243547751582
2019-09-01,0.2172537176825017,0.2409639633517571
2019-10-01,0.2055716295883473,0.23569122023703115
2019-11-01,0.20678730439307233,0.2393972946960423
2019-12-01,0.19733375121639668,0.23615462086155495
2020-01-01,0.18201820697689072,0.2269630526457855
2020-02-01,0.2130431590637706,0.24711778821687408
2020-03-01,0.2283784878489977,0.2522671697428467
2020-04-01,0.23963954431146856,0.24247099159675153
2020-05-01,0.25062906927863277,0.25156958159037834
2020-06-01,0.2515033802716223,0.25803798531203687
2020-07-01,0.2529388371894653,0.26370117987621744
2020-08-01,0.2608526721398369,0.2704207370794153
2020-09-01,0.24692722025719677,0.26195564453782966
2020-10-01,0.2457131513073693,0.2575499077554511
2020-11-01,0.22847272808853866,0.24949231307360178
2020-12-01,0.22822782579274195,0.2600016602184567
2021-01-01,0.2153330565734068,0.2559926695910893
2021-02-01,0.1969971334129571,0.24979287757260046
2021-03-01,0.18422754731137178,0.23814851367024056
2021-04-01,0.16470312927153452,0.22750502095279188
2021-05-01,0.17333985676583874,0.23321804394782614
2021-06-01,0.17499155792927434,0.23060204147974797
2021-07-01,0.18711056652070396,0.23833863334091587
2021-08-01,0.2047099895940023,0.2481596620663527
2021-09-01,0.19958224070522618,0.24416105452957593
2021-10-01,0.18184489776040733,0.23219942472030322
2021-11-01,0.17180414673610903,0.23001797995575887
2021-12-01,0.18283986191615,0.22763035572624843
2022-01-01,0.17386951231134454,0.2171223069880623
2022-02-01,0.15689636131140386,0.20940981748691354
2022-03-01,0.14776939545927337,0.20149321427474712
2022-04-01,0.13367409884250314,0.1941488825152497
2022-05-01,0.11844865204274332,0.19248047823650546
2022-06-01,0.11825184562627995,0.1940315684039405
2022-07-01,0.11139381245850812,0.1888486680892717
2022-08-01,0.1334684497643052,0.19509928680719413
2022-09-01,0.11390555934848966,0.19367694793132198
2022-10-01,0.10318526833312,0.18461120177211549
2022-11-01,0.09478713632913056,0.17923667340392893
2022-12-01,0.11389994636502342,0.1874172710480483
2023-01-01,0.10561689139351224,0.1888326044171244
2023-02-01,0.11436485387667149,0.19399048292565907
2023-03-01,0.10675163043439928,0.18952771446052902
2023-04-01,0.12248127039694105,0.19655503427518967
2023-05-01,0.11883214787176029,0.19542749918791985
2023-06-01,0.1186275880162914,0.19189898154233537
2023-07-01,0.10624958047307466,0.18715706628806691
2023-08-01,0.0999039982835151,0.1837109702883054
2023-09-01,0.09201505450255949,0.17788744684013433
2023-10-01,0.07764198597224463,0.17388704421868953
2023-11-01,0.06820477317296236,0.16648632113267778
2023-12-01,0.08694603763783135,0.18459453877485582
2024-01-01,0.10296541982070347,0.19055832927821587
2024-02-01,0.10757855446585429,0.1919744227689455
2024-03-01,0.09192993851741624,0.18741458212138543
2024-04-01,0.09970745335450859,0.18672233723284878
2024-05-01,0.08421148459102969,0.17756800108514395
2024-06-01,0.09761916698400193,0.18485402089068145
2024-07-01,0.0989793903479283,0.18927525729243874
2024-08-01,0.11593456314652001,0.1924926404790209
2024-09-01,0.12112124760467181,0.20185547211386562
2024-10-01,0.12571386384042313,0.20563601009118887
