Date,USE_SMSV_EMA7,UST_SMSV_EMA7,USR_SMSV_EMA7,GC_SMSV_EMA7,BC_SMSV_EMA7,TSE_SMSV_EMA7
2015-12-01,1.865516515965222,2.6116840603531464,1.0326720887998755,-4.338903920160471,-4.872767493805368,1.8718649936292209
2016-01-01,-1.0601503607557003,-0.5411539005081938,0.6134535676739347,-1.6178721684811612,-5.557695893475908,-1.3136866882148472
2016-02-01,-3.4123113009577692,-4.7991000256000085,-1.2804308843152068,3.303081394288854,-4.716897796498697,-4.021695162051645
2016-03-01,-1.0714163662427918,-2.537173361450206,-0.6385888774136038,8.6356317390596,-1.5822385812925723,-1.2103753654461662
2016-04-01,3.998833887300878,3.8123323253456634,6.2744586870723005,2.0110242358477453,2.497403415515308,4.267736478870424
2016-05-01,1.8380958880198845,-0.8834262652601047,0.9966724008711046,4.177807555091061,7.551024588254942,2.0703775524230568
2016-06-01,1.7372184958122714,2.785625841475561,1.875465870083408,-3.041273369688472,2.8844093184509116,1.8345498047690583
2016-07-01,0.4064623278119076,-0.93228729761155,4.735181151153138,5.369033233877914,3.915198684904833,0.43597017968878393
2016-08-01,3.0526733602099214,4.930352380630607,5.06426004768856,3.0034738648859305,-3.705967592365175,3.2313233262997327
2016-09-01,0.9991678834022054,2.2113547996152265,-1.1202284321901652,-1.3734856609564057,-0.5707416796247796,1.1142251150688198
2016-10-01,-0.04932204198931798,2.0305220668144193,-2.090233766554052,0.06347096935845173,2.840227929668412,0.13742018388312957
2016-11-01,-0.8853246072526328,-0.23289896271659297,-4.184544960387536,-2.043317269919267,0.6170513223753528,-1.162368363413113
2016-12-01,2.3114330757414163,0.23389079155828804,-2.429501689764378,-6.470165613809946,1.3562520329972276,2.7953827601538914
2017-01-01,1.6933271004898403,0.6539790583440779,1.1382988746111509,-3.2765424478479024,3.306446102103381,1.7840774749139403
2017-02-01,2.187981623888493,4.017727416976157,1.6686274110165975,2.7999717754721507,0.5924194569700888,2.2752275276586613
2017-03-01,3.403238707232611,4.257132847357579,2.95808190301969,3.0664932538562075,0.04342906236553315,3.270362150921713
2017-04-01,0.8077709153236273,2.5529961134016803,-1.3086239033251714,0.6202701840264885,-2.2577769517201727,0.7071654091614289
2017-05-01,1.2432804883975692,2.827173176824671,0.2862870245773932,1.3907230490116216,-2.5635628575480798,1.2795824618980627
2017-06-01,1.3575175775633206,3.574231672581964,-0.4236534180708255,0.3426897574533946,-1.762228082492886,1.0890283589682066
2017-07-01,0.5136540319670391,-0.7346532469955287,0.7569756903274387,-1.4068305753222599,-1.197922177442747,0.6658590035398124
2017-08-01,1.9399297874361876,2.8266360660262184,1.7668544494608158,1.1973038112054508,2.498412792741594,1.8433627043263259
2017-09-01,0.7857899849204107,2.302040187154368,0.355820547472807,3.2981755351659037,1.035306381509525,0.6527226530650674
2017-10-01,1.2976425464177583,0.32992545422195324,-0.6817036824497796,-1.3733394092831908,1.703591277556502,1.6007721625858247
2017-11-01,2.396280809466573,3.4796598022227956,-0.24670157978373464,-0.9337804214430585,3.278802623211,2.3105580262575645
2017-12-01,2.855851557860271,2.423017035651806,1.7905827826602043,-0.0334402666244955,1.637187674499049,2.8165507872372264
2018-01-01,1.340128285782413,1.0070371791624793,-0.6325945979136782,1.4614281317404836,2.436849231130529,1.3084029161294788
2018-02-01,4.7278446961817115,6.591057414856343,-2.1338986334976444,2.703445856823156,2.7949430157784656,4.415850454928931
2018-03-01,-1.1226231976399534,1.0815148006529358,-6.015418366194431,-0.6459466384827874,-1.198306344026773,-1.3008637806478347
2018-04-01,-2.5314400399532127,-2.6520633126963413,0.21427165239475582,0.24237545095063953,1.2517646121904273,-2.037737381887325
2018-05-01,-0.11801901147988383,-0.32645141078059614,1.333659495768877,-0.5958747743127422,2.763852866849132,-0.019098414109522618
2018-06-01,1.6705127386876133,3.8756798607808975,2.9658730657500794,-1.0146049099912666,2.700974104123083,1.9032882883145272
2018-07-01,0.590169152063231,1.8048328452221032,3.1628255070738844,-2.833577642657143,-0.5513459142817239,0.768624040387767
2018-08-01,3.1026809478222828,2.6535992954593266,2.016899499861771,-2.423779528708136,-1.8669302540471546,2.8644504846743692
2018-09-01,3.166477637127105,4.842084249368804,2.4058410351063872,-2.2237007162549154,-0.02549311476848356,3.2564608254625536
2018-10-01,1.0459610259531438,1.1262743763855558,-2.0766485714937413,-1.1336649657843523,2.3719202253954363,0.7787908787056034
