Date,Adj Close
2003-04-01,-1.7721708146258175
2003-05-01,7.573209579700357
2003-06-01,7.817672532410436
2003-07-01,5.285630040731726
2003-08-01,8.159810847376825
2003-09-01,-1.2036486733362994
2003-10-01,3.3324041429594997
2003-11-01,-4.346944701850175
2003-12-01,5.703334743629118
2004-01-01,1.0019135856163874
2004-02-01,2.3953904294684802
2004-03-01,6.099208573576931
2004-04-01,0.396063571229055
2004-05-01,-4.4671765108032835
2004-06-01,5.540045348344336
2004-07-01,-4.495283601912236
2004-08-01,-2.1542907286240864
2004-09-01,-2.3301265016959727
2004-10-01,-0.481822440463775
2004-11-01,1.1867523414011316
2004-12-01,5.4087186331628345
2005-01-01,-0.8805991589945661
2005-02-01,3.099951530294587
2005-03-01,-0.6102704840158846
2005-04-01,-5.6564626092298065
2005-05-01,2.4315730329703023
2005-06-01,2.726178092265963
2005-07-01,2.724357542295053
2005-08-01,4.319473065253798
2005-09-01,9.350230648940183
2005-10-01,0.2372144108779839
2005-11-01,9.301807155587394
2005-12-01,8.33288572482569
2006-01-01,3.3416688366129765
2006-02-01,-2.6690415671715706
2006-03-01,5.2712608380196535
2006-04-01,-0.8993713010384319
2006-05-01,-8.511065747534364
2006-06-01,0.2447068057888746
2006-07-01,-0.3119610231056891
2006-08-01,4.424911830615708
2006-09-01,-0.08165469092767941
2006-10-01,1.6853771338185775
2006-11-01,-0.7625926458776577
2006-12-01,5.846630831698252
2007-01-01,0.9148461527559215
2007-02-01,1.269596084900848
2007-03-01,-1.7976971609427794
2007-04-01,0.652256165974685
2007-05-01,2.7317737885578675
2007-06-01,1.4690817168510506
2007-07-01,-4.903799354785909
2007-08-01,-3.941127554398882
2007-09-01,1.307251100800233
2007-10-01,-0.2863069395165785
2007-11-01,-6.314877812638464
2007-12-01,-2.3780211578671606
2008-01-01,-11.205481893749525
2008-02-01,0.07761506848813493
2008-03-01,-7.92088469557971
2008-04-01,10.573996739318492
2008-05-01,3.527437900100061
2008-06-01,-5.978015571423856
2008-07-01,-0.7756647569386987
2008-08-01,-2.27213710060985
2008-09-01,-13.86849061738442
2008-10-01,-23.826937449008454
2008-11-01,-0.7544722497127343
2008-12-01,4.0798759694760545
2009-01-01,-9.769218873195873
2009-02-01,-5.324333638288337
2009-03-01,7.149575061464031
2009-04-01,8.862782424010817
2009-05-01,7.8638401316440065
2009-06-01,4.578003987266999
2009-07-01,4.000522483920732
2009-08-01,1.3102483509806362
2009-09-01,-3.4243389852025463
2009-10-01,-0.9719529687865602
2009-11-01,-6.868044549141484
2009-12-01,12.8498659800375
2010-01-01,-3.303487967791263
2010-02-01,-0.7061137762665592
2010-03-01,9.519131685577896
2010-04-01,-0.29341942158129797
2010-05-01,-11.654639877245677
2010-06-01,-3.9520155103157983
2010-07-01,1.6483650874917322
2010-08-01,-7.478429419031674
2010-09-01,6.179582478081436
2010-10-01,-1.781334041537952
2010-11-01,7.982546258432155
2010-12-01,2.9372920071280895
2011-01-01,0.08798582908791097
2011-02-01,3.77195685082361
2011-03-01,-8.179432282250653
2011-04-01,0.9701656445316731
2011-05-01,-1.5838972593463452
2011-06-01,1.262252704409872
2011-07-01,0.17257818497133925
2011-08-01,-8.927360678389551
2011-09-01,-2.846504273387762
2011-10-01,3.311379368750833
2011-11-01,-6.161051295448305
2011-12-01,0.24588282028532582
2012-01-01,4.105804872516217
2012-02-01,10.459863076160136
2012-03-01,3.705753712261961
2012-04-01,-5.580072373763567
2012-05-01,-10.27382120585788
2012-06-01,5.432101672703271
2012-07-01,-3.4609560093779135
2012-08-01,1.665895268067663
2012-09-01,0.34219804800406095
2012-10-01,0.6553419756636591
2012-11-01,5.798643685379901
2012-12-01,10.048369051333484
2013-01-01,7.152165629652574
2013-02-01,3.7769371666882323
2013-03-01,7.25429244511917
2013-04-01,11.799974163992477
2013-05-01,-0.6227630198313738
2013-06-01,-0.7057929069631319
2013-07-01,-0.06580236328730393
2013-08-01,-2.044581591213712
2013-09-01,7.968859373460324
2013-10-01,-0.8844849591687076
2013-11-01,9.30998906678937
2013-12-01,4.0189290832788105
2014-01-01,-8.45100445076492
2014-02-01,-0.4925395543185829
2014-03-01,-0.0892134738007977
2014-04-01,-3.5320051808195863
2014-05-01,2.294931479007656
2014-06-01,3.62018845057952
2014-07-01,3.0251082217623404
2014-08-01,-1.2558900322262256
2014-09-01,4.855426919526584
2014-10-01,1.4853924274850216
2014-11-01,6.3732493876314855
2014-12-01,-0.05200547729875549
2015-01-01,1.2814397287727042
2015-02-01,6.356931064631821
2015-03-01,2.1760405297081675
2015-04-01,1.6297167199563978
2015-05-01,5.343955446359372
2015-06-01,-1.5922653662265418
2015-07-01,1.7271912479994045
2015-08-01,-8.232887964042046
2015-09-01,-7.952842070958777
2015-10-01,9.747725782633276
2015-11-01,3.4814632179754
2015-12-01,-3.614436382032704
2016-01-01,-7.961716773077376
2016-02-01,-8.514187730018941
2016-03-01,4.566800569506491
